"","match_date","hometeam","awayteam","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11"
"5238","2014-03-22","Norwich City","Sunderland","John Ruddy","SÈbastien Bassong","Russell Martin","Martin Olsson","Joseph Yobo","Wes Hoolahan","Jonny Howson","Robert Snodgrass","Alex Tettey","Johann Elmander","Ricky Van Wolfswinkel","Vito Mannone","Phil Bardsley","Wes Brown"," Marcos Alonso","John O'Shea","Liam Bridcutt","Jack Colback","Adam Johnson","KI Sung-Yueng","Jozy Altidore","Fabio Borini"
"5239","2014-03-22","West Ham United","Manchester United"," Adri·n","James Tomkins","James M Collins","Guy Demel","Matt Taylor","George McCartney","Stewart Downing","Mark Noble","Kevin Nolan","Mo DiamÈ","Andy Carroll","David De Gea"," Rafael Da Silva","Phil Jones","Alexander Buttner","Michael Carrick","Marouane Fellaini","Darren Fletcher"," Juan Mata","Shinji Kagawa","Ashley Young","Wayne Rooney"
"5240","2014-03-23","Aston Villa","Stoke City","Brad Guzan","Nathan Baker","Ron Vlaar","Leandro Bacuna","Ryan Bertrand","Ashley R Westwood","Fabian Delph","Karim El Ahmadi","Andi Weimann","Gabby Agbonlahor","Christian Benteke","Asmir Begovic","Erik Pieters","Ryan Shawcross","Geoff Cameron","Marc Wilson","Steven N'Zonzi","Wilson Palacios","Glenn Whelan","Marko Arnautovic","Peter Crouch","Peter Odemwingie"
"5241","2014-03-23","Tottenham Hotspur","Southampton","Hugo Lloris","YounËs Kaboul","Kyle Naughton","Danny Rose","Jan Vertonghen","Nabil Bentaleb","Nacer Chadli","Moussa DembÈlÈ","Christian Eriksen","Aaron Lennon","Roberto Soldado","Artur Boruc","Nathaniel Clyne","JosÈ Fonte","Dejan Lovren","Luke Shaw","Jack Cork","Steven Davis","James Ward-Prowse","Adam Lallana","Rickie Lambert","Jay Rodriguez"
"5242","2014-03-25","Arsenal","Swansea City","Wojciech Szczesny","Bakary Sagna","Thomas Vermaelen","Per Mertesacker","Kieran Gibbs","Mikel Arteta","Mathieu Flamini","Alex Oxlade-Chamberlain","Tomas Rosicky"," Santi Cazorla","Olivier Giroud","Michel Vorm","Angel Rangel"," Chico","Ashley Williams","Neil Taylor","Leon Britton","Jonathan De Guzman","Wayne Routledge","Jonjo Shelvey"," Michu","Wilfried Bony"
"5243","2014-03-25","Manchester United","Manchester City","David De Gea"," Rafael Da Silva","Rio Ferdinand","Phil Jones","Patrice Evra","Michael Carrick","Tom Cleverley","Marouane Fellaini"," Juan Mata","Wayne Rooney","Danny Welbeck","Joe Hart","Martin Demichelis","Pablo Zabaleta","Vincent Kompany","GaÎl Clichy"," David Silva"," Fernandinho"," Jes˙s Navas","Samir Nasri","Yaya TourÈ","Edin Dûeko"
"5244","2014-03-25","Newcastle United","Everton","Tim Krul","Paul Dummett","Mapou Yanga-Mbiwa","Mike Williamson","Vurnon Anita","Fabricio Coloccini","Cheik TiotÈ","Moussa Sissoko","Yoan Gouffran","Papiss CissÈ","Luuk de Jong","Tim Howard","Sylvain Distin","John Stones","Gareth Barry","Seamus Coleman","Leighton Baines","Ross Barkley","James McCarthy","Leon Osman","Gerard Deulofeu","Romelu Lukaku"
"5245","2014-03-26","Liverpool","Sunderland","Simon Mignolet","Jon Flanagan","Daniel Agger","Martin äkrtel","Glen Johnson","Joe Allen","Steven Gerrard","Jordan Henderson","Philippe Coutinho","Daniel Sturridge","Luis Su·rez","Vito Mannone","Phil Bardsley","Wes Brown","Andrea Dossena","John O'Shea","Santiago Vergini","Liam Bridcutt","Lee Cattermole","Emanuele Giaccherini","Jozy Altidore","Connor Wickham"
"5246","2014-03-26","West Ham United","Hull City"," Adri·n","James Tomkins","James M Collins","Guy Demel","Matt Taylor","George McCartney","Stewart Downing","Mark Noble","Kevin Nolan","Mo DiamÈ","Andy Carroll","Allan McGregor","James Chester","Maynor Figueroa","Curtis Davies","Alex Bruce","Ahmed Elmohamady","Tom Huddlestone","Jake Livermore","David Meyler","Nikica Jelavic","Shane Long"
"5247","2014-03-29","Arsenal","Manchester City","Wojciech Szczesny","Bakary Sagna","Thomas Vermaelen","Per Mertesacker","Kieran Gibbs","Mikel Arteta","Mathieu Flamini","Tomas Rosicky"," Santi Cazorla","Olivier Giroud","Lukas Podolski","Joe Hart","Martin Demichelis","Pablo Zabaleta","Vincent Kompany","GaÎl Clichy"," David Silva"," Fernandinho"," Jes˙s Navas","Samir Nasri","Yaya TourÈ","Edin Dûeko"
"5248","2014-03-29","Crystal Palace","Chelsea","Juli·n Speroni","Joel Ward","Scott Dann","Adrian Mariappa","Damien Delaney","Mile Jedinak","Kagisho Dikgacoi","Joe Ledley","Jason Puncheon","Yannick Bolasie","Cameron Jerome","Petr Cech","Gary Cahill","John Terry","CÈsar Azpilicueta"," David Luiz","Branislav Ivanovic","Eden Hazard","Frank Lampard","Nemanja Matic","AndrÈ Sch¸rrle","Fernando Torres"
"5249","2014-03-29","Manchester United","Aston Villa","David De Gea"," Rafael Da Silva","Nemanja Vidic","Phil Jones","Alexander Buttner","Marouane Fellaini","Darren Fletcher"," Juan Mata","Shinji Kagawa","Ashley Young","Wayne Rooney","Brad Guzan","Ron Vlaar","Leandro Bacuna","Ryan Bertrand","Ciaran Clark","Ashley R Westwood","Marc Albrighton","Fabian Delph","Andi Weimann","Gabby Agbonlahor","Christian Benteke"
"5250","2014-03-29","Southampton","Newcastle United","Artur Boruc","JosÈ Fonte","Dejan Lovren","Luke Shaw","Calum Chambers","Jack Cork","Steven Davis","James Ward-Prowse","Adam Lallana","Rickie Lambert","Jay Rodriguez","Rob Elliot","Massadio HaÔdara","Mapou Yanga-Mbiwa","Mike Williamson","Vurnon Anita","Fabricio Coloccini","Cheik TiotÈ","Hatem Ben Arfa","Moussa Sissoko","Yoan Gouffran","Papiss CissÈ"
"5251","2014-03-29","Stoke City","Hull City","Asmir Begovic","Erik Pieters","Ryan Shawcross","Geoff Cameron","Marc Wilson","Stephen Ireland","Steven N'Zonzi","Glenn Whelan","Marko Arnautovic","Peter Crouch","Peter Odemwingie","Steve Harper","James Chester","Curtis Davies","Alex Bruce","Ahmed Elmohamady","Tom Huddlestone","Jake Livermore","David Meyler","Liam Rosenior","Nikica Jelavic","Shane Long"
"5252","2014-03-29","Swansea City","Norwich City","Michel Vorm","Angel Rangel"," Chico","Ashley Williams","Ben Davies","Leon Britton","Jonathan De Guzman","Wayne Routledge","Jonjo Shelvey"," Michu","Wilfried Bony","John Ruddy","SÈbastien Bassong","Ryan Bennett","Russell Martin","Martin Olsson","Wes Hoolahan","Jonny Howson","Robert Snodgrass","Alex Tettey","Johann Elmander","Ricky Van Wolfswinkel"
"5253","2014-03-29","West Bromwich Albion","Cardiff City","Ben Foster","Craig Dawson","Gareth McAuley","Steven Reid","Liam Ridgewell","Morgan Amalfitano","James Morrison","Youssef Mulumbu","Graeme Dorrans","Stephane Sessegnon","Matej Vydra","David Marshall","Steven Caulker","Andrew Taylor","KÈvin Theophile-Catherine","Ben Turner"," F·bio Da Silva","Gary Medel","Aron Gunnarsson","Jordon Mutch","Craig Bellamy","Fraizer Campbell"
"5254","2014-03-30","Fulham","Everton","David Stockdale","Johnny Heitinga","John Arne Riise","Brede Hangeland","Kieran Richardson","Sascha Riether","Pajtim Kasami","William Kvist","Steve Sidwell","Lewis Holtby","Moussa Dembele","Tim Howard","Sylvain Distin","John Stones","Gareth Barry","Seamus Coleman","Leighton Baines","Ross Barkley","James McCarthy","Leon Osman","Gerard Deulofeu","Romelu Lukaku"
"5255","2014-03-30","Liverpool","Tottenham Hotspur","Simon Mignolet","Jon Flanagan","Daniel Agger","Martin äkrtel","Glen Johnson","Steven Gerrard","Jordan Henderson","Philippe Coutinho","Raheem Sterling","Daniel Sturridge","Luis Su·rez","Hugo Lloris","YounËs Kaboul","Kyle Naughton","Danny Rose","Jan Vertonghen","Nabil Bentaleb","Nacer Chadli","Christian Eriksen","Aaron Lennon","Gylfi Sigursson","Roberto Soldado"
"5256","2014-03-31","Sunderland","West Ham United","Vito Mannone","Phil Bardsley","Wes Brown"," Marcos Alonso","John O'Shea","Santiago Vergini","Liam Bridcutt","Lee Cattermole","KI Sung-Yueng","Fabio Borini","Connor Wickham"," Adri·n","James Tomkins","Winston Reid","Guy Demel","Matt Taylor","George McCartney","Stewart Downing","Mark Noble","Kevin Nolan","Mo DiamÈ","Andy Carroll"
"5257","2014-04-05","Aston Villa","Fulham","Brad Guzan","Nathan Baker","Matt Lowton","Ron Vlaar","Leandro Bacuna","Ryan Bertrand","Ashley R Westwood","Joe Bennett","Marc Albrighton","Andi Weimann","Grant Holt","David Stockdale","Fernando Amorebieta","Johnny Heitinga","Brede Hangeland","Kieran Richardson","Sascha Riether","Mahamadou Diarra","Pajtim Kasami","Steve Sidwell","Lewis Holtby","Cauley Woodrow"
"5258","2014-04-05","Cardiff City","Crystal Palace","David Marshall","Steven Caulker","Andrew Taylor","KÈvin Theophile-Catherine","Ben Turner","Gary Medel","Jordon Mutch","Mats M¯ller DÊhli","Wilfried Zaha","Fraizer Campbell","Kenwyne Jones","Juli·n Speroni","Joel Ward","Scott Dann","Adrian Mariappa","Damien Delaney","Mile Jedinak","Kagisho Dikgacoi","Joe Ledley","Jason Puncheon","Yannick Bolasie","Cameron Jerome"
"5259","2014-04-05","Chelsea","Stoke City","Petr Cech","Gary Cahill","John Terry","CÈsar Azpilicueta","Branislav Ivanovic","Frank Lampard","Nemanja Matic","Mohamed Salah"," Willian","AndrÈ Sch¸rrle","Fernando Torres","Asmir Begovic","Erik Pieters","Ryan Shawcross","Geoff Cameron","Marc Wilson","Steven N'Zonzi","Wilson Palacios","Glenn Whelan","Marko Arnautovic","Peter Crouch","Peter Odemwingie"
"5260","2014-04-05","Hull City","Swansea City","Steve Harper","James Chester","Maynor Figueroa","Curtis Davies","Ahmed Elmohamady","Jake Livermore","David Meyler","Liam Rosenior","George Boyd","Nikica Jelavic","Shane Long","Michel Vorm","Angel Rangel"," Chico","Ashley Williams","Ben Davies","Leon Britton","Jonathan De Guzman","Wayne Routledge","Jonjo Shelvey"," Michu","Wilfried Bony"
"5261","2014-04-05","Manchester City","Southampton","Joe Hart","Martin Demichelis","Aleksandar Kolarov","Pablo Zabaleta","Vincent Kompany"," David Silva"," Fernandinho"," Jes˙s Navas","Samir Nasri","Yaya TourÈ","Edin Dûeko","Paolo Gazzaniga","JosÈ Fonte","Dejan Lovren","Luke Shaw","Calum Chambers","Jack Cork","Morgan Schneiderlin","Steven Davis","Adam Lallana","Rickie Lambert","Jay Rodriguez"
"5262","2014-04-05","Newcastle United","Manchester United","Rob Elliot","Massadio HaÔdara","Davide Santon","Mike Williamson","Vurnon Anita","Fabricio Coloccini","Dan Gosling","Cheik TiotÈ","Yoan Gouffran","Papiss CissÈ","Luuk de Jong","Anders Lindegaard","Chris Smalling","Phil Jones","Antonio Valencia","Patrice Evra","Marouane Fellaini","Darren Fletcher"," Juan Mata","Shinji Kagawa","Ashley Young","Javier Hern·ndez"
"5263","2014-04-05","Norwich City","West Bromwich Albion","John Ruddy","SÈbastien Bassong","Russell Martin","Martin Olsson","Joseph Yobo","Wes Hoolahan","Jonny Howson","Robert Snodgrass","Alex Tettey","Johann Elmander","Gary Hooper","Ben Foster","Gareth McAuley","Jonas Olsson","Steven Reid","Liam Ridgewell","Morgan Amalfitano","James Morrison","Youssef Mulumbu","Graeme Dorrans","Stephane Sessegnon","Matej Vydra"
"5264","2014-04-06","Everton","Arsenal","Tim Howard","Sylvain Distin","John Stones","Gareth Barry","Seamus Coleman","Leighton Baines","James McCarthy","Leon Osman","Kevin Mirallas","Steven Naismith","Romelu Lukaku","Wojciech Szczesny","Nacho Monreal","Bakary Sagna","Thomas Vermaelen","Per Mertesacker","Mikel Arteta","Mathieu Flamini","Tomas Rosicky"," Santi Cazorla","Olivier Giroud","Lukas Podolski"
"5265","2014-04-06","West Ham United","Liverpool"," Adri·n","Pablo Armero","James Tomkins","Winston Reid","Guy Demel","Matt Taylor","Stewart Downing","Mark Noble","Kevin Nolan","Mo DiamÈ","Andy Carroll","Simon Mignolet","Jon Flanagan","Mamadou Sakho","Martin äkrtel","Glen Johnson","Steven Gerrard","Jordan Henderson","Philippe Coutinho","Raheem Sterling","Daniel Sturridge","Luis Su·rez"
"5266","2014-04-07","Tottenham Hotspur","Sunderland","Hugo Lloris","Vlad Chiriche<U+0219>","YounËs Kaboul","Kyle Naughton","Danny Rose","Nacer Chadli","Christian Eriksen","Aaron Lennon"," Paulinho","Emmanuel Adebayor","Harry Kane","Vito Mannone","Phil Bardsley","Wes Brown","Carlos Cuellar"," Marcos Alonso","Santiago Vergini","Liam Bridcutt","Lee Cattermole","Adam Johnson","KI Sung-Yueng","Fabio Borini"
"5267","2014-04-12","Crystal Palace","Aston Villa","Juli·n Speroni","Joel Ward","Scott Dann","Adrian Mariappa","Damien Delaney","Mile Jedinak","Kagisho Dikgacoi","Joe Ledley","Jason Puncheon","Yannick Bolasie","Cameron Jerome","Brad Guzan","Nathan Baker","Matt Lowton","Ron Vlaar","Ryan Bertrand","Ciaran Clark","Ashley R Westwood","Fabian Delph","Karim El Ahmadi","Gabby Agbonlahor","Grant Holt"
"5268","2014-04-12","Fulham","Norwich City","David Stockdale","Fernando Amorebieta","Johnny Heitinga","Brede Hangeland","Kieran Richardson","Sascha Riether","Mahamadou Diarra","Pajtim Kasami","Steve Sidwell","Lewis Holtby","Hugo Rodallega","John Ruddy","Michael Turner","Russell Martin","Martin Olsson","Steven Whittaker","Leroy Fer","Jonny Howson","Bradley Johnson","Robert Snodgrass","Nathan Redmond","Ricky Van Wolfswinkel"
"5269","2014-04-12","Southampton","Cardiff City","Paolo Gazzaniga","JosÈ Fonte","Dejan Lovren","Luke Shaw","Calum Chambers","Jack Cork","Morgan Schneiderlin","Steven Davis","GastÛn Ramirez","Adam Lallana","Rickie Lambert","David Marshall","Steven Caulker"," Juan Cala","KÈvin Theophile-Catherine"," F·bio Da Silva","Gary Medel","KIM Bo-Kyung","Jordon Mutch","Mats M¯ller DÊhli","Peter Whittingham","Fraizer Campbell"
"5270","2014-04-12","Stoke City","Newcastle United","Asmir Begovic","Erik Pieters","Ryan Shawcross","Geoff Cameron","Marc Wilson","Stephen Ireland","Steven N'Zonzi","Glenn Whelan","Marko Arnautovic","Peter Crouch","Peter Odemwingie","Tim Krul","Paul Dummett","Steven Taylor","Mike Williamson","Vurnon Anita","Fabricio Coloccini","Dan Gosling","Cheik TiotÈ","Yoan Gouffran","Shola Ameobi","Papiss CissÈ"
"5271","2014-04-12","Sunderland","Everton","Vito Mannone","Phil Bardsley","Wes Brown"," Marcos Alonso","John O'Shea","Jack Colback","Lee Cattermole","Adam Johnson","KI Sung-Yueng","Fabio Borini","Connor Wickham","Tim Howard","Sylvain Distin","John Stones","Gareth Barry","Seamus Coleman","Leighton Baines","James McCarthy","Leon Osman","Steven Naismith","Gerard Deulofeu","Romelu Lukaku"
"5272","2014-04-12","West Bromwich Albion","Tottenham Hotspur","Ben Foster","Gareth McAuley","Jonas Olsson","Steven Reid","Liam Ridgewell","Morgan Amalfitano","Chris Brunt","Youssef Mulumbu","Graeme Dorrans","Stephane Sessegnon","Matej Vydra","Hugo Lloris","Vlad Chiriche<U+0219>","YounËs Kaboul","Kyle Naughton","Danny Rose","Nacer Chadli","Christian Eriksen","Aaron Lennon"," Paulinho","Emmanuel Adebayor","Harry Kane"
"5273","2014-04-13","Liverpool","Manchester City","Simon Mignolet","Jon Flanagan","Mamadou Sakho","Martin äkrtel","Glen Johnson","Steven Gerrard","Jordan Henderson","Philippe Coutinho","Raheem Sterling","Daniel Sturridge","Luis Su·rez","Joe Hart","Martin Demichelis","Pablo Zabaleta","Vincent Kompany","GaÎl Clichy"," David Silva"," Fernandinho"," Jes˙s Navas","Samir Nasri","Yaya TourÈ","Edin Dûeko"
"5274","2014-04-13","Swansea City","Chelsea","Michel Vorm","Angel Rangel"," Chico","Ashley Williams","Ben Davies","Leon Britton"," Pablo Hern·ndez","Wayne Routledge","Jonjo Shelvey","Nathan Dyer","Wilfried Bony","Petr Cech","Gary Cahill","John Terry","CÈsar Azpilicueta","Branislav Ivanovic","Nemanja Matic"," Ramires","Mohamed Salah"," Willian","Demba Ba","AndrÈ Sch¸rrle"
"5275","2014-04-15","Arsenal","West Ham United","Wojciech Szczesny","Laurent Koscielny","Bakary Sagna","Thomas Vermaelen","Per Mertesacker","Mikel Arteta","Kim Kallstrom","Tomas Rosicky"," Santi Cazorla","Olivier Giroud","Lukas Podolski"," Adri·n","Pablo Armero","James Tomkins","Winston Reid","Guy Demel","Stewart Downing","Matt Jarvis","Mark Noble","Antonio Nocerino","Mo DiamÈ","Andy Carroll"
"5276","2014-04-16","Everton","Crystal Palace","Tim Howard","Sylvain Distin","John Stones","Gareth Barry","Seamus Coleman","Leighton Baines","Ross Barkley","Aiden McGeady","Kevin Mirallas","Gerard Deulofeu","Romelu Lukaku","Juli·n Speroni","Joel Ward","Scott Dann","Adrian Mariappa","Damien Delaney","Mile Jedinak","Joe Ledley","Jason Puncheon","Yannick Bolasie","Marouane Chamakh","Cameron Jerome"
"5277","2014-04-16","Manchester City","Sunderland","Joe Hart","Martin Demichelis","Aleksandar Kolarov","Pablo Zabaleta","Vincent Kompany"," Javi Garcia","James Milner"," Fernandinho","Samir Nasri","Sergio Ag¸ero","¡lvaro Negredo","Vito Mannone","Wes Brown"," Marcos Alonso","John O'Shea","Santiago Vergini","Jack Colback","Seb Larsson","Lee Cattermole","Adam Johnson","Fabio Borini","Connor Wickham"
"5278","2014-04-19","Aston Villa","Southampton","Brad Guzan","Nathan Baker","Ron Vlaar","Leandro Bacuna","Ryan Bertrand","Ashley R Westwood","Marc Albrighton","Fabian Delph","Karim El Ahmadi","Andi Weimann","Gabby Agbonlahor","Artur Boruc","Nathaniel Clyne","JosÈ Fonte","Dejan Lovren","Luke Shaw","Morgan Schneiderlin","Steven Davis","Victor Wanyama","James Ward-Prowse","Adam Lallana","Rickie Lambert"
"5279","2014-04-19","Cardiff City","Stoke City","David Marshall","Steven Caulker"," Juan Cala","KÈvin Theophile-Catherine"," F·bio Da Silva","Gary Medel","KIM Bo-Kyung","Jordon Mutch","Mats M¯ller DÊhli","Peter Whittingham","Fraizer Campbell","Asmir Begovic","Erik Pieters","Ryan Shawcross","Geoff Cameron","Marc Wilson","Stephen Ireland","Steven N'Zonzi","Glenn Whelan","Marko Arnautovic","Peter Crouch","Peter Odemwingie"
"5280","2014-04-19","Chelsea","Sunderland","Mark Schwarzer","Gary Cahill","John Terry","CÈsar Azpilicueta","Branislav Ivanovic","Nemanja Matic"," Oscar"," Ramires","Mohamed Salah"," Willian","Samuel Eto'o","Vito Mannone","Wes Brown"," Marcos Alonso","John O'Shea","Santiago Vergini","Jack Colback","Seb Larsson","Lee Cattermole","Adam Johnson","Fabio Borini","Connor Wickham"
"5281","2014-04-19","Newcastle United","Swansea City","Tim Krul","Paul Dummett","Mike Williamson","Vurnon Anita","Fabricio Coloccini","Dan Gosling","Cheik TiotÈ","Yoan Gouffran","Shola Ameobi","Papiss CissÈ","Luuk de Jong","Michel Vorm","Angel Rangel","Jordi Amat","Ashley Williams","Ben Davies","Leon Britton","Jonathan De Guzman"," Pablo Hern·ndez","Wayne Routledge","Jonjo Shelvey","Wilfried Bony"
"5282","2014-04-19","Tottenham Hotspur","Fulham","Hugo Lloris","Zeki Fryers","YounËs Kaboul","Kyle Naughton","Danny Rose","Nacer Chadli","Christian Eriksen","Aaron Lennon"," Paulinho","Emmanuel Adebayor","Harry Kane","David Stockdale","Fernando Amorebieta","Johnny Heitinga","John Arne Riise","Brede Hangeland","Alex Kacaniklic","William Kvist","Scott Parker","Steve Sidwell","Ashkan Dejagah","Hugo Rodallega"
"5283","2014-04-19","West Ham United","Crystal Palace"," Adri·n","Pablo Armero","James Tomkins","Winston Reid","George McCartney","Stewart Downing","Matt Jarvis","Mark Noble","Kevin Nolan","Mo DiamÈ","Andy Carroll","Juli·n Speroni","Joel Ward","Scott Dann","Adrian Mariappa","Damien Delaney","Mile Jedinak","Kagisho Dikgacoi","Joe Ledley","Jason Puncheon","Yannick Bolasie","Cameron Jerome"
"5284","2014-04-20","Everton","Manchester United","Tim Howard","Sylvain Distin","John Stones","Gareth Barry","Seamus Coleman","Leighton Baines","Ross Barkley","James McCarthy","Kevin Mirallas","Steven Naismith","Romelu Lukaku","David De Gea","Jonny Evans","Chris Smalling","Phil Jones","Alexander Buttner","Michael Carrick","Darren Fletcher"," Juan Mata","Shinji Kagawa"," Nani","Wayne Rooney"
"5285","2014-04-20","Hull City","Arsenal","Steve Harper","James Chester","Curtis Davies","Ahmed Elmohamady","Tom Huddlestone","Jake Livermore","David Meyler","Liam Rosenior","George Boyd","Nikica Jelavic","Shane Long","Wojciech Szczesny","Laurent Koscielny","Nacho Monreal","Bakary Sagna","Per Mertesacker","Mikel Arteta"," Mesut ÷zil","Aaron Ramsey"," Santi Cazorla","Olivier Giroud","Lukas Podolski"
"5286","2014-04-20","Norwich City","Liverpool","John Ruddy","Michael Turner","Russell Martin","Martin Olsson","Steven Whittaker","Leroy Fer","Jonny Howson","Bradley Johnson","Robert Snodgrass","Nathan Redmond","Gary Hooper","Simon Mignolet","Jon Flanagan","Mamadou Sakho","Martin äkrtel","Glen Johnson"," Lucas Leiva","Joe Allen","Steven Gerrard","Philippe Coutinho","Raheem Sterling","Luis Su·rez"
"5287","2014-04-21","Manchester City","West Bromwich Albion","Joe Hart","Martin Demichelis","Pablo Zabaleta","Vincent Kompany"," Javi Garcia","GaÎl Clichy"," David Silva"," Fernandinho","Samir Nasri","Sergio Ag¸ero","Edin Dûeko","Ben Foster","Craig Dawson","Billy Jones","Jonas Olsson","Liam Ridgewell","Morgan Amalfitano","Chris Brunt","Youssef Mulumbu","Graeme Dorrans","Stephane Sessegnon","Matej Vydra"
"5288","2014-04-26","Fulham","Hull City","David Stockdale","Fernando Amorebieta","Johnny Heitinga","John Arne Riise","Brede Hangeland","Sascha Riether","Mahamadou Diarra","Scott Parker","Steve Sidwell","Lewis Holtby","Hugo Rodallega","Steve Harper","James Chester","Curtis Davies","Alex Bruce","Ahmed Elmohamady","Tom Huddlestone","Jake Livermore","David Meyler","Liam Rosenior","Nikica Jelavic","Shane Long"
"5289","2014-04-26","Manchester United","Norwich City","David De Gea","Nemanja Vidic","Rio Ferdinand","Phil Jones","Antonio Valencia","Patrice Evra","Michael Carrick","Tom Cleverley","Shinji Kagawa","Wayne Rooney","Danny Welbeck","John Ruddy","Michael Turner","Russell Martin","Martin Olsson","Steven Whittaker","Leroy Fer","Jonny Howson","Bradley Johnson","Robert Snodgrass","Nathan Redmond","Ricky Van Wolfswinkel"
"5290","2014-04-26","Southampton","Everton","Artur Boruc","Nathaniel Clyne","JosÈ Fonte","Dejan Lovren","Luke Shaw","Jack Cork","Steven Davis","Victor Wanyama","Adam Lallana","Rickie Lambert","Sam Gallagher","Tim Howard","Antolin Alcaraz","John Stones","Gareth Barry","Seamus Coleman","Leighton Baines","Ross Barkley","James McCarthy","Steven Naismith","Gerard Deulofeu","Romelu Lukaku"
"5291","2014-04-26","Stoke City","Tottenham Hotspur","Asmir Begovic","Marc Muniesa","Ryan Shawcross","Geoff Cameron","Marc Wilson","Stephen Ireland","Steven N'Zonzi","Glenn Whelan","Marko Arnautovic","Peter Crouch","Peter Odemwingie","Hugo Lloris","YounËs Kaboul","Michael Dawson","Kyle Naughton","Danny Rose","Nacer Chadli","Christian Eriksen","Aaron Lennon"," Paulinho","Emmanuel Adebayor","Harry Kane"
"5292","2014-04-26","Swansea City","Aston Villa","Michel Vorm","Angel Rangel","Jordi Amat","Ashley Williams","Ben Davies","Leon Britton","Jonathan De Guzman"," Pablo Hern·ndez","Wayne Routledge","Jonjo Shelvey","Wilfried Bony","Brad Guzan","Nathan Baker","Ron Vlaar","Leandro Bacuna","Ryan Bertrand","Ashley R Westwood","Marc Albrighton","Fabian Delph","Karim El Ahmadi","Andi Weimann","Gabby Agbonlahor"
"5293","2014-04-26","West Bromwich Albion","West Ham United","Ben Foster","Craig Dawson","Billy Jones","Jonas Olsson","Steven Reid","Morgan Amalfitano","Chris Brunt","Youssef Mulumbu","Graeme Dorrans","Stephane Sessegnon","Saido Berahino"," Adri·n","James Tomkins","Winston Reid","Guy Demel","George McCartney","Stewart Downing","Matt Jarvis","Mark Noble","Kevin Nolan","Mo DiamÈ","Andy Carroll"
"5294","2014-04-27","Crystal Palace","Manchester City","Juli·n Speroni","Joel Ward","Scott Dann","Adrian Mariappa","Damien Delaney","Mile Jedinak","Joe Ledley","Jason Puncheon","Yannick Bolasie","Marouane Chamakh","Cameron Jerome","Joe Hart","Martin Demichelis","Aleksandar Kolarov","Pablo Zabaleta","Vincent Kompany"," Javi Garcia","James Milner","Samir Nasri","Yaya TourÈ","Sergio Ag¸ero","Edin Dûeko"
"5295","2014-04-27","Liverpool","Chelsea","Simon Mignolet","Jon Flanagan","Mamadou Sakho","Martin äkrtel","Glen Johnson"," Lucas Leiva","Joe Allen","Steven Gerrard","Philippe Coutinho","Raheem Sterling","Luis Su·rez","Mark Schwarzer","Tom·ö Kalas","CÈsar Azpilicueta","Branislav Ivanovic","Ashley Cole","Frank Lampard","Nemanja Matic","John Obi Mikel","Mohamed Salah","Demba Ba","AndrÈ Sch¸rrle"
"5296","2014-04-27","Sunderland","Cardiff City","Vito Mannone","Wes Brown"," Marcos Alonso","John O'Shea","Santiago Vergini","Jack Colback","Seb Larsson","Lee Cattermole","Adam Johnson","Fabio Borini","Connor Wickham","David Marshall","Steven Caulker"," Juan Cala","KÈvin Theophile-Catherine"," F·bio Da Silva","Gary Medel","Don Cowie","Jordon Mutch","Mats M¯ller DÊhli","Peter Whittingham","Fraizer Campbell"
